"Balanszijde","Instrument","Stroomtype","LooptijdOorspronkelijk","RenteVastPeriode","Periode ","waarde"
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2003-01",5.1
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2003-02",5.11
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2003-03",5.27
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2003-04",4.98
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2003-05",4.64
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2003-06",4.29
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2003-07",4.69
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2003-08",5.2
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2003-09",4.96
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2003-10",5.04
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2003-11",4.84
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2003-12",4.65
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2004-01",5.31
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2004-02",5.01
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2004-03",5.36
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2004-04",5.02
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2004-05",5.09
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2004-06",4.79
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2004-07",4.98
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2004-08",4.94
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2004-09",5.35
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2004-10",5.23
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2004-11",5.1
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2004-12",4.2
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2005-01",4.26
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2005-02",5.23
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2005-03",5.54
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2005-04",5.21
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2005-05",4.58
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2005-06",5.25
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2005-07",4.87
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2005-08",5.2
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2005-09",4.63
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2005-10",4.82
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2005-11",4.99
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2005-12",4.46
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2006-01",4.79
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2006-02",4.95
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2006-03",5.06
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2006-04",5.09
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2006-05",5.14
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2006-06",5.14
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2006-07",5.38
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2006-08",5.74
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2006-09",5.75
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2006-10",5.6
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2006-11",5.69
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2006-12",5.22
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2007-01",5.39
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2007-02",5.45
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2007-03",5.8
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2007-04",5.71
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2007-05",5.77
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2007-06",5.77
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2007-07",6.14
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2007-08",6.3
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2007-09",6.12
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2007-10",6.16
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2007-11",5.85
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2007-12",6.02
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2008-01",5.91
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2008-02",6.1
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2008-03",5.71
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2008-04",5.68
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2008-05",5.65
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2008-06",6.09
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2008-07",5.97
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2008-08",6.32
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2008-09",6.35
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2008-10",6.32
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2008-11",5.98
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2008-12",3.48
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2009-01",5.69
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2009-02",6.16
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2009-03",5.53
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2009-04",5.89
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2009-05",4.73
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2009-06",5.7
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2009-07",5.98
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2009-08",6.24
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2009-09",5.59
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2009-10",5.76
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2009-11",7.07
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2009-12",5.71
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2010-01",5.95
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2010-02",6.25
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2010-03",6.23
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2010-04",6.21
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2010-05",6.41
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2010-06",4.35
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2010-07",4.82
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2010-08",4.61
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2010-09",4.63
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2010-10",4.54
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2010-11",4.43
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2010-12",4.67
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2011-01",4.72
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2011-02",5.27
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2011-03",5.26
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2011-04",5.47
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2011-05",5.65
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2011-06",5.77
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2011-07",5.38
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2011-08",5.32
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2011-09",4.67
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2011-10",4.97
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2011-11",4.95
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2011-12",4.28
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2012-01",4.61
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2012-02",4.73
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2012-03",4.93
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2012-04",4.57
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2012-05",4.81
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2012-06",4.49
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2012-07",4.06
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2012-08",5.23
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2012-09",4.63
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2012-10",4.16
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2012-11",4.3
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2012-12",4.6
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2013-01",4.56
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2013-02",4.41
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2013-03",4.68
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2013-04",4.45
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2013-05",4.29
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2013-06",3.78
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2013-07",4.62
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2013-08",4.99
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2013-09",4.66
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2013-10",4.59
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2013-11",5.01
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2013-12",4.3
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2014-01",4.42
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2014-02",4.53
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2014-03",5.15
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2014-04",3.99
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2014-05",4.56
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2014-06",4.32
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2014-07",4.35
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2014-08",4.35
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2014-09",3.87
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2014-10",4.52
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2014-11",4.47
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2014-12",4.37
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2015-01",4
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2015-02",4.24
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2015-03",4.23
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2015-04",4.23
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2015-05",4.08
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2015-06",3.93
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2015-07",3.7
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2015-08",4.11
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2015-09",4.03
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2015-10",3.97
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2015-11",3.52
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2015-12",3.69
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2016-01",3.49
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2016-02",3.79
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2016-03",3.88
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2016-04",3.57
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2016-05",3.65
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2016-06",3.55
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2016-07",3.38
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2016-08",3.68
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2016-09",3.5
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2016-10",3.49
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2016-11",3.32
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2016-12",3.5
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2017-01",3.19
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2017-02",3.93
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2017-03",4.03
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2017-04",4.49
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2017-05",4.25
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2017-06",4.73
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2017-07",4.04
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2017-08",4.61
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2017-09",4.43
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2017-10",4.25
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2017-11",4.26
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2017-12",4.32
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2018-01",4.14
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2018-02",4.28
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2018-03",5.06
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2018-04",4.31
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2018-05",4.52
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2018-06",4.63
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2018-07",4.42
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2018-08",4.99
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2018-09",4.4
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2018-10",4.62
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2018-11",4.68
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2018-12",4.6
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2019-01",4.53
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2019-02",4.73
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2019-03",4.9
"Activa ","Consumptief krediet en overige leningen - Totaal ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar ","2019-04",4.66
