"Balanszijde","Instrument","Stroomtype","LooptijdOorspronkelijk","RenteVastPeriode","Periode ","waarde"
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2015-04",2.6
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2015-05",2.57
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2015-06",2.59
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2015-07",2.53
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2015-08",2.55
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2015-09",2.62
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2015-10",2.61
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2015-11",2.63
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2015-12",2.5
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2016-01",2.52
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2016-02",2.52
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2016-03",2.41
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2016-04",2.38
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2016-05",2.39
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2016-06",2.34
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2016-07",2.38
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2016-08",2.3
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2016-09",2.32
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2016-10",2.28
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2016-11",2.22
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2016-12",2.22
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2017-01",2.3
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2017-02",2.26
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2017-03",2.3
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2017-04",2.33
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2017-05",2.34
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2017-06",2.28
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2017-07",2.22
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2017-08",2.26
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2017-09",2.26
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2017-10",2.17
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2017-11",2.21
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2017-12",2.16
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2018-01",2.17
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2018-02",2.17
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2018-03",2.13
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2018-04",2.14
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2018-05",2.1
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2018-06",2.12
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2018-07",2.12
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2018-08",2.09
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2018-09",2.08
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2018-10",2.08
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2018-11",2.09
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2018-12",2.08
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2019-01",2.08
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2019-02",2.08
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2019-03",2.09
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2019-04",2.04
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2019-05",2.03
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2019-06",2.04
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2019-07",2.03
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2019-08",2.02
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2019-09",2.01
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2019-10",1.92
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2019-11",1.89
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2019-12",1.9
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2020-01",1.92
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2020-02",1.93
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2020-03",1.88
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2020-04",1.91
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2020-05",1.93
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2020-06",1.95
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2020-07",1.95
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2020-08",1.92
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2020-09",1.93
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2020-10",1.93
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2020-11",1.93
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2020-12",1.91
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2021-01",1.89
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2021-02",1.86
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2021-03",1.84
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2021-04",1.84
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2021-05",1.82
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2021-06",1.84
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2021-07",1.85
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2021-08",1.84
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2021-09",1.84
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2021-10",1.82
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2021-11",1.85
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2021-12",1.84
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2022-01",1.85
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2022-02",1.85
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2022-03",1.89
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2022-04",1.98
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2022-05",2.1
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2022-06",2.28
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2022-07",2.44
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2022-08",2.64
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2022-09",2.77
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2022-10",3.23
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2022-11",3.54
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2022-12",3.73
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2023-01",3.96
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2023-02",4.06
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2023-03",4.3
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2023-04",4.31
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2023-05",4.42
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2023-06",4.57
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2023-07",4.63
"Activa ","Woninghypotheken - Zuiver nieuwe leningen ","Nieuwe contracten ","Totaal ","Variabel en <= 1 jaar * ","2023-08",4.72
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2014-12",2.9
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-01",2.96
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-02",3.01
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-03",2.78
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-04",2.8
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-05",2.77
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-06",2.69
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-07",2.67
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-08",2.68
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-09",2.72
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-10",2.63
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-11",2.64
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2015-12",2.61
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-01",2.61
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-02",2.53
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-03",2.45
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-04",2.44
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-05",2.4
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-06",2.35
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-07",2.22
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-08",2.17
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-09",2.17
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-10",2.05
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-11",2.14
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2016-12",2.12
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-01",2.12
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-02",2.13
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-03",2.16
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-04",2.16
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-05",2.18
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-06",2.2
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-07",2.21
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-08",2.21
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-09",2.18
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-10",2.19
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-11",2.19
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2017-12",2.19
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-01",2.15
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-02",2.12
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-03",2.14
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-04",2.15
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-05",2.14
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-06",2.14
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-07",2.11
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-08",2.08
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-09",2.1
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-10",2.09
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-11",2.1
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2018-12",2.08
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-01",2.09
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-02",2.14
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-03",2.1
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-04",2.08
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-05",2.09
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-06",2.1
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-07",2.07
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-08",2.05
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-09",1.96
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-10",1.87
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-11",1.95
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2019-12",1.81
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-01",1.82
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-02",1.71
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-03",1.71
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-04",1.71
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-05",1.7
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-06",1.67
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-07",1.66
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-08",1.74
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-09",1.74
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-10",1.7
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-11",1.67
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2020-12",1.62
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-01",1.57
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-02",1.53
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-03",1.51
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-04",1.5
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-05",1.47
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-06",1.45
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-07",1.47
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-08",1.47
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-09",1.43
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-10",1.49
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-11",1.45
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2021-12",1.45
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2022-01",1.45
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2022-02",1.43
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2022-03",1.5
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2022-04",1.56
"Activa ","Woninghypotheken - waarvan heronderhandelingen ","Nieuwe contracten ","Totaal ","> 1 jaar en <= 5 jaar * ","2022-05",1.73
